Entity,Code,Year,Population density of the capital city,Population density of the capital city (projected) (Projected),Population density of the capital city (Annotations),Population density of the capital city (projected) (Annotations)
Lesotho,LSO,2045,,2820.553,,Maseru
Lesotho,LSO,2050,,2864.622,,Maseru
Lesotho,LSO,2055,,2903.8708,,Maseru
Lesotho,LSO,2060,,2914.6907,,Maseru
Lesotho,LSO,2065,,2937.4895,,Maseru
Lesotho,LSO,2070,,2910.5571,,Maseru
Lesotho,LSO,2075,,2922.7065,,Maseru
Lesotho,LSO,2080,,2921.9224,,Maseru
Lesotho,LSO,2085,,2922.6487,,Maseru
Lesotho,LSO,2090,,2916.1763,,Maseru
Lesotho,LSO,2095,,2909.2617,,Maseru
Lesotho,LSO,2100,,2893.7126,,Maseru
Liberia,LBR,1975,1942.6029,,Monrovia,
Liberia,LBR,1980,1774.502,,Monrovia,
Liberia,LBR,1985,2419.3088,,Monrovia,
Liberia,LBR,1990,4611.1187,,Monrovia,
Liberia,LBR,1995,2188.0894,,Monrovia,
Liberia,LBR,2000,3596.6804,,Monrovia,
Liberia,LBR,2005,4989.8994,,Monrovia,
Liberia,LBR,2010,4429.46,,Monrovia,
Liberia,LBR,2015,5270.169,,Monrovia,
Liberia,LBR,2020,6097.3027,6097.3027,Monrovia,Monrovia
Liberia,LBR,2025,,6222.159,,Monrovia
Liberia,LBR,2030,,6464.6807,,Monrovia
Liberia,LBR,2035,,6570.796,,Monrovia
Liberia,LBR,2040,,6897.2456,,Monrovia
Liberia,LBR,2045,,6987.663,,Monrovia
Liberia,LBR,2050,,7105.7207,,Monrovia
Liberia,LBR,2055,,7143.9395,,Monrovia
Liberia,LBR,2060,,7285.112,,Monrovia
Liberia,LBR,2065,,7444.903,,Monrovia
Liberia,LBR,2070,,7569.1206,,Monrovia
Liberia,LBR,2075,,7661.805,,Monrovia
Liberia,LBR,2080,,7654.702,,Monrovia
Liberia,LBR,2085,,7655.8906,,Monrovia
Liberia,LBR,2090,,7591.0776,,Monrovia
Liberia,LBR,2095,,7593.8633,,Monrovia
Liberia,LBR,2100,,7578.6753,,Monrovia
Libya,LBY,1975,3304.9573,,Tripoli,
Libya,LBY,1980,3551.8767,,Tripoli,
Libya,LBY,1985,3370.017,,Tripoli,
Libya,LBY,1990,3243.2644,,Tripoli,
Libya,LBY,1995,3336.4924,,Tripoli,
Libya,LBY,2000,3050.837,,Tripoli,
Libya,LBY,2005,2897.4355,,Tripoli,
Libya,LBY,2010,2838.567,,Tripoli,
Libya,LBY,2015,2955.4731,,Tripoli,
Libya,LBY,2020,2977.4739,2977.4739,Tripoli,Tripoli
Libya,LBY,2025,,2994.7415,,Tripoli
Libya,LBY,2030,,3052.9377,,Tripoli
Libya,LBY,2035,,3131.7366,,Tripoli
Libya,LBY,2040,,3130.168,,Tripoli
Libya,LBY,2045,,3158.9253,,Tripoli
Libya,LBY,2050,,3193.7803,,Tripoli
Libya,LBY,2055,,3231.2175,,Tripoli
Libya,LBY,2060,,3232.2366,,Tripoli
Libya,LBY,2065,,3229.585,,Tripoli
Libya,LBY,2070,,3231.699,,Tripoli
Libya,LBY,2075,,3238.5723,,Tripoli
Libya,LBY,2080,,3236.2302,,Tripoli
Libya,LBY,2085,,3239.1663,,Tripoli
Libya,LBY,2090,,3219.9749,,Tripoli
Libya,LBY,2095,,3200.6282,,Tripoli
Libya,LBY,2100,,3172.6228,,Tripoli
Lithuania,LTU,1975,4855.233,,Vilnius,
Lithuania,LTU,1980,4956.879,,Vilnius,
Lithuania,LTU,1985,5061.174,,Vilnius,
Lithuania,LTU,1990,5343.9893,,Vilnius,
Lithuania,LTU,1995,4922.463,,Vilnius,
Lithuania,LTU,2000,4532.767,,Vilnius,
Lithuania,LTU,2005,4354.7207,,Vilnius,
Lithuania,LTU,2010,4148.7046,,Vilnius,
Lithuania,LTU,2015,4066.8086,,Vilnius,
Lithuania,LTU,2020,4019.6907,4019.6907,Vilnius,Vilnius
Lithuania,LTU,2025,,4120.384,,Vilnius
Lithuania,LTU,2030,,3990.8035,,Vilnius
Lithuania,LTU,2035,,3942.5894,,Vilnius
Lithuania,LTU,2040,,3888.926,,Vilnius
Lithuania,LTU,2045,,3939.5986,,Vilnius
Lithuania,LTU,2050,,3876.8064,,Vilnius
Lithuania,LTU,2055,,3801.0771,,Vilnius
Lithuania,LTU,2060,,3721.9731,,Vilnius
Lithuania,LTU,2065,,3630.6116,,Vilnius
Lithuania,LTU,2070,,3600.7766,,Vilnius
Lithuania,LTU,2075,,3498.985,,Vilnius
Lithuania,LTU,2080,,3456.4153,,Vilnius
Lithuania,LTU,2085,,3327.4692,,Vilnius
Lithuania,LTU,2090,,3213.2002,,Vilnius
Lithuania,LTU,2095,,3208.9568,,Vilnius
Lithuania,LTU,2100,,3092.1274,,Vilnius
Luxembourg,LUX,1975,3212.7173,,Luxembourg,
Luxembourg,LUX,1980,3179.5105,,Luxembourg,
Luxembourg,LUX,1985,3205.4321,,Luxembourg,
Luxembourg,LUX,1990,3072.3335,,Luxembourg,
Luxembourg,LUX,1995,3116.5715,,Luxembourg,
Luxembourg,LUX,2000,3287.1987,,Luxembourg,
Luxembourg,LUX,2005,3280.0376,,Luxembourg,
Luxembourg,LUX,2010,3226.6853,,Luxembourg,
Luxembourg,LUX,2015,3435.606,,Luxembourg,
Luxembourg,LUX,2020,3981.8948,3981.8948,Luxembourg,Luxembourg
Luxembourg,LUX,2025,,4105.8145,,Luxembourg
Luxembourg,LUX,2030,,3978.0706,,Luxembourg
Luxembourg,LUX,2035,,3786.3252,,Luxembourg
Luxembourg,LUX,2040,,3810.4243,,Luxembourg
Luxembourg,LUX,2045,,3869.5637,,Luxembourg
Luxembourg,LUX,2050,,3720.1707,,Luxembourg
Luxembourg,LUX,2055,,3746.4817,,Luxembourg
Luxembourg,LUX,2060,,3748.5076,,Luxembourg
Luxembourg,LUX,2065,,3748.7168,,Luxembourg
Luxembourg,LUX,2070,,3735.4695,,Luxembourg
Luxembourg,LUX,2075,,3716.7605,,Luxembourg
Luxembourg,LUX,2080,,3693.3015,,Luxembourg
Luxembourg,LUX,2085,,3666.1619,,Luxembourg
Luxembourg,LUX,2090,,3638.4846,,Luxembourg
Luxembourg,LUX,2095,,3614.5127,,Luxembourg
Luxembourg,LUX,2100,,3587.5308,,Luxembourg
Macao,MAC,1975,16097.53,,,
Macao,MAC,1980,16062.516,,,
Macao,MAC,1985,12392.792,,,
Macao,MAC,1990,6334.079,,,
Macao,MAC,1995,6376.0674,,,
Macao,MAC,2000,7248.518,,,
Macao,MAC,2005,7739.276,,,
Macao,MAC,2010,7693.248,,,
Macao,MAC,2015,7699.1104,,,
Macao,MAC,2020,8399.502,8399.502,,
Macao,MAC,2025,,8408.646,,
Macao,MAC,2030,,8461.829,,
Macao,MAC,2035,,8545.457,,
Macao,MAC,2040,,8188.6997,,
Macao,MAC,2045,,8046.564,,
Macao,MAC,2050,,7964.772,,
Macao,MAC,2055,,7886.53,,
Macao,MAC,2060,,7703.975,,
Macao,MAC,2065,,7673.8657,,
Macao,MAC,2070,,7432.03,,
Macao,MAC,2075,,7116.6094,,
Macao,MAC,2080,,6757.0435,,
Macao,MAC,2085,,6348.301,,
Macao,MAC,2090,,5946.3457,,
Macao,MAC,2095,,5689.5625,,
Macao,MAC,2100,,5596.7603,,
Madagascar,MDG,1975,4443.617,,Antananarivo,
Madagascar,MDG,1980,4674.2744,,Antananarivo,
Madagascar,MDG,1985,5325.376,,Antananarivo,
Madagascar,MDG,1990,6093.292,,Antananarivo,
Madagascar,MDG,1995,6667.5415,,Antananarivo,
Madagascar,MDG,2000,7221.9004,,Antananarivo,
Madagascar,MDG,2005,7019.228,,Antananarivo,
Madagascar,MDG,2010,7032.8096,,Antananarivo,
Madagascar,MDG,2015,7114.7036,,Antananarivo,
Madagascar,MDG,2020,8205.396,8205.396,Antananarivo,Antananarivo
Madagascar,MDG,2025,,8495.052,,Antananarivo
Madagascar,MDG,2030,,8901.789,,Antananarivo
Madagascar,MDG,2035,,8330.635,,Antananarivo
Madagascar,MDG,2040,,8633.664,,Antananarivo
Madagascar,MDG,2045,,8722.855,,Antananarivo
Madagascar,MDG,2050,,8969.098,,Antananarivo
Madagascar,MDG,2055,,9010.915,,Antananarivo
Madagascar,MDG,2060,,9223.561,,Antananarivo
Madagascar,MDG,2065,,9494.749,,Antananarivo
Madagascar,MDG,2070,,9668.924,,Antananarivo
Madagascar,MDG,2075,,9701.179,,Antananarivo
Madagascar,MDG,2080,,9621.108,,Antananarivo
Madagascar,MDG,2085,,9577.017,,Antananarivo
Madagascar,MDG,2090,,9682.831,,Antananarivo
Madagascar,MDG,2095,,9647.195,,Antananarivo
Madagascar,MDG,2100,,9760.019,,Antananarivo
Malawi,MWI,1985,3423.127,,Lilongwe,
Malawi,MWI,1990,4028.6736,,Lilongwe,
Malawi,MWI,1995,4743.2905,,Lilongwe,
Malawi,MWI,2000,4948.5366,,Lilongwe,
Malawi,MWI,2005,5048.56,,Lilongwe,
Malawi,MWI,2010,5344.24,,Lilongwe,
Malawi,MWI,2015,6033.0483,,Lilongwe,
Malawi,MWI,2020,6978.087,6978.087,Lilongwe,Lilongwe
Malawi,MWI,2025,,6770.415,,Lilongwe
Malawi,MWI,2030,,6101.8784,,Lilongwe
Malawi,MWI,2035,,5601.089,,Lilongwe
Malawi,MWI,2040,,5847.833,,Lilongwe
Malawi,MWI,2045,,5922.557,,Lilongwe
Malawi,MWI,2050,,5650.269,,Lilongwe
Malawi,MWI,2055,,5463.552,,Lilongwe
Malawi,MWI,2060,,5666.9033,,Lilongwe
Malawi,MWI,2065,,5653.749,,Lilongwe
Malawi,MWI,2070,,5372.7334,,Lilongwe
Malawi,MWI,2075,,5169.5986,,Lilongwe
Malawi,MWI,2080,,5106.9116,,Lilongwe
Malawi,MWI,2085,,4824.2173,,Lilongwe
Malawi,MWI,2090,,4814.7334,,Lilongwe
Malawi,MWI,2095,,4749.9136,,Lilongwe
Malawi,MWI,2100,,4512.978,,Lilongwe
Malaysia,MYS,2005,2689.0652,,Putrajaya,
Malaysia,MYS,2010,2584.0154,,Putrajaya,
Malaysia,MYS,2015,2829.847,,Putrajaya,
Malaysia,MYS,2020,3020.8982,3020.8982,Putrajaya,Putrajaya
Malaysia,MYS,2025,,2889.0254,,Putrajaya
Malaysia,MYS,2030,,2595.1738,,Putrajaya
Malaysia,MYS,2035,,2659.0056,,Putrajaya
Malaysia,MYS,2040,,2848.5513,,Putrajaya
Malaysia,MYS,2045,,2835.145,,Putrajaya
Malaysia,MYS,2050,,2983.6934,,Putrajaya
Malaysia,MYS,2055,,3072.3281,,Putrajaya
Malaysia,MYS,2060,,3164.2346,,Putrajaya
Malaysia,MYS,2065,,3222.888,,Putrajaya
Malaysia,MYS,2070,,3265.4458,,Putrajaya
Malaysia,MYS,2075,,3285.8223,,Putrajaya
Malaysia,MYS,2080,,3163.8855,,Putrajaya
Malaysia,MYS,2085,,3068.0073,,Putrajaya
Malaysia,MYS,2090,,3051.2283,,Putrajaya
Malaysia,MYS,2095,,2959.2446,,Putrajaya
Malaysia,MYS,2100,,2935.9216,,Putrajaya
Maldives,MDV,1985,6351.0063,,Malé,
Maldives,MDV,1990,4138.696,,Malé,
Maldives,MDV,1995,4548.6597,,Malé,
Maldives,MDV,2000,6095.1,,Malé,
Maldives,MDV,2005,7872.5615,,Malé,
Maldives,MDV,2010,14079.266,,Malé,
Maldives,MDV,2015,11786.87,,Malé,
Maldives,MDV,2020,17068.62,17068.62,Malé,Malé
Maldives,MDV,2025,,14754.509,,Malé
Maldives,MDV,2030,,11126.591,,Malé
Maldives,MDV,2035,,11470.245,,Malé
Maldives,MDV,2040,,11840.465,,Malé
Maldives,MDV,2045,,12227.386,,Malé
Maldives,MDV,2050,,12568.965,,Malé
Maldives,MDV,2055,,12761.13,,Malé
Maldives,MDV,2060,,12820.794,,Malé
Maldives,MDV,2065,,12861.9375,,Malé
Maldives,MDV,2070,,12771.42,,Malé
Maldives,MDV,2075,,12699.078,,Malé
Maldives,MDV,2080,,12547.272,,Malé
Maldives,MDV,2085,,12376.296,,Malé
Maldives,MDV,2090,,12282.363,,Malé
Maldives,MDV,2095,,12169.063,,Malé
Maldives,MDV,2100,,12165.546,,Malé
Mali,MLI,1975,3042.8716,,Bamako,
Mali,MLI,1980,3841.5486,,Bamako,
Mali,MLI,1985,4329.0967,,Bamako,
Mali,MLI,1990,4718.644,,Bamako,
Mali,MLI,1995,5044.2295,,Bamako,
Mali,MLI,2000,5837.32,,Bamako,
Mali,MLI,2005,6245.0815,,Bamako,
Mali,MLI,2010,6972.2373,,Bamako,
Mali,MLI,2015,7255.4395,,Bamako,
Mali,MLI,2020,8006.01,8006.01,Bamako,Bamako
Mali,MLI,2025,,8389.093,,Bamako
Mali,MLI,2030,,8871.133,,Bamako
Mali,MLI,2035,,8789.953,,Bamako
Mali,MLI,2040,,9206.56,,Bamako
Mali,MLI,2045,,9511.73,,Bamako
Mali,MLI,2050,,9719.885,,Bamako
Mali,MLI,2055,,9580.018,,Bamako
Mali,MLI,2060,,9550.661,,Bamako
Mali,MLI,2065,,9358.503,,Bamako
Mali,MLI,2070,,9325.203,,Bamako
Mali,MLI,2075,,9332.031,,Bamako
Mali,MLI,2080,,9395.884,,Bamako
Mali,MLI,2085,,9390.893,,Bamako
Mali,MLI,2090,,9261.228,,Bamako
Mali,MLI,2095,,9168.291,,Bamako
Mali,MLI,2100,,9158.725,,Bamako
Malta,MLT,1975,3433.1992,,Valletta,
Malta,MLT,1980,3309.8591,,Valletta,
Malta,MLT,1985,3265.446,,Valletta,
Malta,MLT,1990,3349.919,,Valletta,
Malta,MLT,1995,3289.745,,Valletta,
Malta,MLT,2000,3359.8147,,Valletta,
Malta,MLT,2005,3398.5596,,Valletta,
Malta,MLT,2010,3322.0278,,Valletta,
Malta,MLT,2015,3360.6433,,Valletta,
Malta,MLT,2020,3561.0535,3561.0535,Valletta,Valletta
Malta,MLT,2025,,3697.7644,,Valletta
Malta,MLT,2030,,3751.944,,Valletta
Malta,MLT,2035,,3759.4001,,Valletta
Malta,MLT,2040,,3725.99,,Valletta
Malta,MLT,2045,,3679.0706,,Valletta
Malta,MLT,2050,,3619.9143,,Valletta
Malta,MLT,2055,,3551.1733,,Valletta
Malta,MLT,2060,,3473.2673,,Valletta
Malta,MLT,2065,,3379.9165,,Valletta
Malta,MLT,2070,,3262.9639,,Valletta
Malta,MLT,2075,,3149.031,,Valletta
Malta,MLT,2080,,3001.7834,,Valletta
Malta,MLT,2085,,2991.6824,,Valletta
Malta,MLT,2090,,2866.552,,Valletta
Malta,MLT,2095,,2768.7812,,Valletta
Malta,MLT,2100,,2810.1746,,Valletta
Martinique,MTQ,1975,3044.8333,,,
Martinique,MTQ,1980,3050.0283,,,
Martinique,MTQ,1985,2955.777,,,
Martinique,MTQ,1990,2962,,,
Martinique,MTQ,1995,2915.7954,,,
Martinique,MTQ,2000,2814.7954,,,
Martinique,MTQ,2005,2636.682,,,
Martinique,MTQ,2010,2447.594,,,
Martinique,MTQ,2015,2751.7942,,,
Martinique,MTQ,2020,2562.837,2562.837,,
Martinique,MTQ,2025,,2477.6887,,
Martinique,MTQ,2030,,2417.1,,
Martinique,MTQ,2035,,2363.541,,
Martinique,MTQ,2040,,2315.9666,,
Martinique,MTQ,2045,,2264.2476,,
Martinique,MTQ,2050,,2201.3372,,
Martinique,MTQ,2055,,2156.9934,,
Martinique,MTQ,2060,,2092.9312,,
Martinique,MTQ,2065,,2031.2365,,
Martinique,MTQ,2070,,1991.418,,
Martinique,MTQ,2075,,2093.881,,
Martinique,MTQ,2080,,2073.28,,
Martinique,MTQ,2085,,2052.7253,,
Mauritania,MRT,1980,4415.0347,,Nouakchott,
Mauritania,MRT,1985,4523.6006,,Nouakchott,
Mauritania,MRT,1990,4675.633,,Nouakchott,
Mauritania,MRT,1995,4829.127,,Nouakchott,
Mauritania,MRT,2000,4534.9214,,Nouakchott,
Mauritania,MRT,2005,4744.841,,Nouakchott,
Mauritania,MRT,2010,5260.5547,,Nouakchott,
Mauritania,MRT,2015,6420.614,,Nouakchott,
Mauritania,MRT,2020,7705.784,7705.784,Nouakchott,Nouakchott
Mauritania,MRT,2025,,8306.474,,Nouakchott
Mauritania,MRT,2030,,8915.501,,Nouakchott
Mauritania,MRT,2035,,9320.997,,Nouakchott
Mauritania,MRT,2040,,9643.312,,Nouakchott
Mauritania,MRT,2045,,9784.674,,Nouakchott
Mauritania,MRT,2050,,10205.603,,Nouakchott
Mauritania,MRT,2055,,9699.312,,Nouakchott
Mauritania,MRT,2060,,10239.618,,Nouakchott
Mauritania,MRT,2065,,10378.489,,Nouakchott
Mauritania,MRT,2070,,10777.842,,Nouakchott
Mauritania,MRT,2075,,10884.548,,Nouakchott
Mauritania,MRT,2080,,11198.552,,Nouakchott
Mauritania,MRT,2085,,11300.338,,Nouakchott
Mauritania,MRT,2090,,11513.43,,Nouakchott
Mauritania,MRT,2095,,11475.765,,Nouakchott
Mauritania,MRT,2100,,11435.951,,Nouakchott
Mauritius,MUS,1975,4039.1924,,Port Louis,
Mauritius,MUS,1980,4013.8647,,Port Louis,
Mauritius,MUS,1985,3956.3435,,Port Louis,
Mauritius,MUS,1990,4062.9534,,Port Louis,
Mauritius,MUS,1995,4166.7,,Port Louis,
Mauritius,MUS,2000,4240.1025,,Port Louis,
Mauritius,MUS,2005,4137.348,,Port Louis,
Mauritius,MUS,2010,4149.061,,Port Louis,
Mauritius,MUS,2015,4139.9424,,Port Louis,
Mauritius,MUS,2020,4103.1113,4103.1113,Port Louis,Port Louis
Mauritius,MUS,2025,,4066.778,,Port Louis
Mauritius,MUS,2030,,4021.135,,Port Louis
Mauritius,MUS,2035,,3963.2473,,Port Louis
Mauritius,MUS,2040,,3878.698,,Port Louis
Mauritius,MUS,2045,,3780.596,,Port Louis
Mauritius,MUS,2050,,3676.3,,Port Louis
Mauritius,MUS,2055,,3541.4673,,Port Louis
Mauritius,MUS,2060,,3415.8948,,Port Louis
Mauritius,MUS,2065,,3301.5522,,Port Louis
Mauritius,MUS,2070,,3172.721,,Port Louis
Mauritius,MUS,2075,,3053.8242,,Port Louis
Mauritius,MUS,2080,,2890.9114,,Port Louis
Mauritius,MUS,2085,,2813.3965,,Port Louis
Mauritius,MUS,2090,,2659.5808,,Port Louis
Mauritius,MUS,2095,,2521.7532,,Port Louis
Mauritius,MUS,2100,,2453.9429,,Port Louis
Mayotte,MYT,2005,2642.6191,,Mamoudzou,
Mayotte,MYT,2010,2778.0452,,Mamoudzou,
Mayotte,MYT,2015,3344.853,,Mamoudzou,
Mayotte,MYT,2020,3886.8145,3886.8145,Mamoudzou,Mamoudzou
Mayotte,MYT,2025,,4459.22,,Mamoudzou
Mayotte,MYT,2030,,5147.0806,,Mamoudzou
Mayotte,MYT,2035,,5535.306,,Mamoudzou
Mayotte,MYT,2040,,6259.9653,,Mamoudzou
Mayotte,MYT,2045,,5478.426,,Mamoudzou
Mayotte,MYT,2050,,5994.25,,Mamoudzou
Mayotte,MYT,2055,,6276.943,,Mamoudzou
Mayotte,MYT,2060,,6822.838,,Mamoudzou
Mayotte,MYT,2065,,7147.8247,,Mamoudzou
Mayotte,MYT,2070,,7632.6787,,Mamoudzou
Mayotte,MYT,2075,,7906.9746,,Mamoudzou
Mayotte,MYT,2080,,7905.8975,,Mamoudzou
Mayotte,MYT,2085,,8215.183,,Mamoudzou
Mayotte,MYT,2090,,8649.5625,,Mamoudzou
Mayotte,MYT,2095,,9118.2705,,Mamoudzou
Mayotte,MYT,2100,,9568.524,,Mamoudzou
Mexico,MEX,1975,6702.4727,,Mexico City,
Mexico,MEX,1980,7458.321,,Mexico City,
Mexico,MEX,1985,7992.559,,Mexico City,
Mexico,MEX,1990,8558.431,,Mexico City,
Mexico,MEX,1995,8834.241,,Mexico City,
Mexico,MEX,2000,9199.248,,Mexico City,
Mexico,MEX,2005,9105.141,,Mexico City,
Mexico,MEX,2010,8998.107,,Mexico City,
Mexico,MEX,2015,9052.274,,Mexico City,
Mexico,MEX,2020,8405.961,8405.961,Mexico City,Mexico City
Mexico,MEX,2025,,8456.944,,Mexico City
Mexico,MEX,2030,,8486.012,,Mexico City
Mexico,MEX,2035,,8479.634,,Mexico City
Mexico,MEX,2040,,8454.925,,Mexico City
Mexico,MEX,2045,,8432.528,,Mexico City
Mexico,MEX,2050,,8350.863,,Mexico City
Mexico,MEX,2055,,8263.676,,Mexico City
Mexico,MEX,2060,,8135.139,,Mexico City
Mexico,MEX,2065,,8005.6914,,Mexico City
Mexico,MEX,2070,,7838.319,,Mexico City
Mexico,MEX,2075,,7706.271,,Mexico City
Mexico,MEX,2080,,7541.367,,Mexico City
Mexico,MEX,2085,,7363.4907,,Mexico City
Mexico,MEX,2090,,7202.0273,,Mexico City
Mexico,MEX,2095,,7000.944,,Mexico City
Mexico,MEX,2100,,6804.016,,Mexico City
Moldova,MDA,1975,5232.5493,,Chișinău,
Moldova,MDA,1980,5557.3877,,Chișinău,
Moldova,MDA,1985,5799.484,,Chișinău,
Moldova,MDA,1990,5989.7607,,Chișinău,
Moldova,MDA,1995,6023.909,,Chișinău,
Moldova,MDA,2000,5766.5767,,Chișinău,
Moldova,MDA,2005,5384.7974,,Chișinău,
Moldova,MDA,2010,4912.1724,,Chișinău,
Moldova,MDA,2015,4376.5156,,Chișinău,
Moldova,MDA,2020,4200.5767,4200.5767,Chișinău,Chișinău
Moldova,MDA,2025,,4178.56,,Chișinău
Moldova,MDA,2030,,4047.9856,,Chișinău
Moldova,MDA,2035,,3949.219,,Chișinău
Moldova,MDA,2040,,3888.88,,Chișinău
Moldova,MDA,2045,,3805.6638,,Chișinău
Moldova,MDA,2050,,3739.0908,,Chișinău
Moldova,MDA,2055,,3663.3828,,Chișinău
Moldova,MDA,2060,,3688.0833,,Chișinău
Moldova,MDA,2065,,3596.8933,,Chișinău
Moldova,MDA,2070,,3523.2717,,Chișinău
Moldova,MDA,2075,,3446.479,,Chișinău
Moldova,MDA,2080,,3527.846,,Chișinău
Moldova,MDA,2085,,3462.5806,,Chișinău
Moldova,MDA,2090,,3400.6548,,Chișinău
Moldova,MDA,2095,,3332.5876,,Chișinău
Moldova,MDA,2100,,3325.975,,Chișinău
Monaco,MCO,2005,4555.7495,,,
Monaco,MCO,2010,4678.8853,,,
Monaco,MCO,2015,5031.637,,,
Monaco,MCO,2020,5129.0303,5129.0303,,
Monaco,MCO,2025,,5186.3945,,
Monaco,MCO,2030,,4378.4404,,
Monaco,MCO,2035,,4125.7246,,
Monaco,MCO,2040,,4132.4995,,
Monaco,MCO,2045,,3970.9626,,
Monaco,MCO,2050,,4005.2441,,
Monaco,MCO,2055,,4054.0942,,
Monaco,MCO,2060,,4110.8022,,
Monaco,MCO,2065,,4189.886,,
Monaco,MCO,2070,,3913.4917,,
Monaco,MCO,2075,,4017.6494,,
Monaco,MCO,2080,,4134.259,,
Monaco,MCO,2085,,4255.5117,,
Monaco,MCO,2090,,4378.3154,,
Monaco,MCO,2095,,4498.97,,
Monaco,MCO,2100,,4617.3984,,
Mongolia,MNG,1975,2384.1626,,Ulaanbaatar,
Mongolia,MNG,1980,2718.6877,,Ulaanbaatar,
Mongolia,MNG,1985,2896.9626,,Ulaanbaatar,
Mongolia,MNG,1990,3139.0168,,Ulaanbaatar,
Mongolia,MNG,1995,3443.3665,,Ulaanbaatar,
Mongolia,MNG,2000,3757.7747,,Ulaanbaatar,
Mongolia,MNG,2005,4435.581,,Ulaanbaatar,
Mongolia,MNG,2010,5058.904,,Ulaanbaatar,
Mongolia,MNG,2015,5929.7627,,Ulaanbaatar,
Mongolia,MNG,2020,6836.857,6836.857,Ulaanbaatar,Ulaanbaatar
Mongolia,MNG,2025,,6624.7134,,Ulaanbaatar
Mongolia,MNG,2030,,6692.703,,Ulaanbaatar
Mongolia,MNG,2035,,6875.5557,,Ulaanbaatar
Mongolia,MNG,2040,,7036.0127,,Ulaanbaatar
Mongolia,MNG,2045,,7220.5176,,Ulaanbaatar
Mongolia,MNG,2050,,7309.1094,,Ulaanbaatar
Mongolia,MNG,2055,,7271.6284,,Ulaanbaatar
Mongolia,MNG,2060,,7273.167,,Ulaanbaatar
Mongolia,MNG,2065,,7262.8354,,Ulaanbaatar
Mongolia,MNG,2070,,7065.527,,Ulaanbaatar
Mongolia,MNG,2075,,6977.668,,Ulaanbaatar
Mongolia,MNG,2080,,7000.305,,Ulaanbaatar
Mongolia,MNG,2085,,6976.9517,,Ulaanbaatar
Mongolia,MNG,2090,,6956.878,,Ulaanbaatar
Mongolia,MNG,2095,,6982.517,,Ulaanbaatar
Mongolia,MNG,2100,,6979.304,,Ulaanbaatar
Montenegro,MNE,1975,3650.1196,,Podgorica,
Montenegro,MNE,1980,3906.1167,,Podgorica,
Montenegro,MNE,1985,4091.3428,,Podgorica,
Montenegro,MNE,1990,4249.408,,Podgorica,
Montenegro,MNE,1995,4397.1494,,Podgorica,
Montenegro,MNE,2000,4421.124,,Podgorica,
Montenegro,MNE,2005,4451.0356,,Podgorica,
Montenegro,MNE,2010,4582.425,,Podgorica,
Montenegro,MNE,2015,4783.4136,,Podgorica,
Montenegro,MNE,2020,4784.4316,4784.4316,Podgorica,Podgorica
Montenegro,MNE,2025,,4861.19,,Podgorica
Montenegro,MNE,2030,,4700.622,,Podgorica
Montenegro,MNE,2035,,4728.5454,,Podgorica
Montenegro,MNE,2040,,4638.3105,,Podgorica
Montenegro,MNE,2045,,4543.07,,Podgorica
Montenegro,MNE,2050,,4441.812,,Podgorica
Montenegro,MNE,2055,,4441.8623,,Podgorica
Montenegro,MNE,2060,,4335.1626,,Podgorica
Montenegro,MNE,2065,,4216.367,,Podgorica
Montenegro,MNE,2070,,4100.4453,,Podgorica
Montenegro,MNE,2075,,3974.4539,,Podgorica
Montenegro,MNE,2080,,3857.7021,,Podgorica
Montenegro,MNE,2085,,3734.6736,,Podgorica
Montenegro,MNE,2090,,3618.4753,,Podgorica
Montenegro,MNE,2095,,3495.5642,,Podgorica
Montenegro,MNE,2100,,3374.7327,,Podgorica
Morocco,MAR,1975,5972.194,,Rabat,
Morocco,MAR,1980,6793.9844,,Rabat,
Morocco,MAR,1985,7995.777,,Rabat,
Morocco,MAR,1990,8573.092,,Rabat,
Morocco,MAR,1995,8782.564,,Rabat,
Morocco,MAR,2000,9758.492,,Rabat,
Morocco,MAR,2005,9360.489,,Rabat,
Morocco,MAR,2010,9159.743,,Rabat,
Morocco,MAR,2015,9423.717,,Rabat,
Morocco,MAR,2020,9975.721,9975.721,Rabat,Rabat
Morocco,MAR,2025,,10243.996,,Rabat
Morocco,MAR,2030,,10218.902,,Rabat
Morocco,MAR,2035,,10162.066,,Rabat
Morocco,MAR,2040,,10381.242,,Rabat
Morocco,MAR,2045,,10500.909,,Rabat
Morocco,MAR,2050,,10619.88,,Rabat
Morocco,MAR,2055,,10716.194,,Rabat
Morocco,MAR,2060,,10704.892,,Rabat
Morocco,MAR,2065,,10731.374,,Rabat
Morocco,MAR,2070,,10713.436,,Rabat
Morocco,MAR,2075,,10663.991,,Rabat
Morocco,MAR,2080,,10541.809,,Rabat
Morocco,MAR,2085,,10429.485,,Rabat
Morocco,MAR,2090,,10290.018,,Rabat
Morocco,MAR,2095,,10119.566,,Rabat
Morocco,MAR,2100,,9927.189,,Rabat
Mozambique,MOZ,1975,3239.9697,,Maputo,
Mozambique,MOZ,1980,3443.2747,,Maputo,
Mozambique,MOZ,1985,3886.116,,Maputo,
Mozambique,MOZ,1990,4205.629,,Maputo,
Mozambique,MOZ,1995,4874.4585,,Maputo,
Mozambique,MOZ,2000,5523.1924,,Maputo,
Mozambique,MOZ,2005,5207.7793,,Maputo,
